,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Count,Age,Historic
9930,Keilor,25 Skyline Dr,3,h,875000.0,SP,Brad,24/06/2017,14.5,3036.0,1.0,2.0,722.0,[[1972.09662198]],Brimbank,Western Metropolitan,9869,[[48.90337802]],Contemporary
9931,Keilor Downs,7 Antwerp Dr,4,h,670000.0,S,Prof.,24/06/2017,15.5,3038.0,2.0,2.0,713.0,1982.0,Brimbank,Western Metropolitan,9870,39.0,Contemporary
9932,Keilor Downs,1/37 Thornhill Dr,3,h,575000.0,SP,Brad,24/06/2017,15.5,3038.0,1.0,1.0,307.0,1990.0,Brimbank,Western Metropolitan,9871,31.0,Contemporary
9933,Kensington,91A Bayswater Rd,3,h,1250000.0,S,Nelson,24/06/2017,3.4,3031.0,1.0,2.0,340.0,[[1955.44322453]],Melbourne,Northern Metropolitan,9872,[[65.55677547]],Historic
9935,Kensington,11 McCracken St,2,h,840500.0,S,Rendina,24/06/2017,3.4,3031.0,1.0,0.0,107.0,[[1955.44322453]],Melbourne,Northern Metropolitan,9874,[[65.55677547]],Historic
9936,Kew,19 Campbell St,3,h,1995000.0,S,Nelson,24/06/2017,5.4,3101.0,1.0,4.0,482.0,[[1958.44383668]],Boroondara,Southern Metropolitan,9875,[[62.55616332]],Historic
9937,Kew,1/18 Howard St,2,u,600000.0,S,Nelson,24/06/2017,5.4,3101.0,1.0,1.0,847.0,[[1958.44383668]],Boroondara,Southern Metropolitan,9876,[[62.55616332]],Historic
9938,Kew,1/38 Pakington St,2,u,797000.0,S,Jellis,24/06/2017,5.4,3101.0,1.0,2.0,964.0,1960.0,Boroondara,Southern Metropolitan,9877,61.0,Historic
9940,Keysborough,46 Hedgeley Rd,3,h,752000.0,PI,Buxton,24/06/2017,25.2,3173.0,2.0,2.0,552.0,[[1988.149897]],Greater Dandenong,South-Eastern Metropolitan,9879,[[32.850103]],Contemporary
9941,Lalor,59 David St,3,h,705500.0,S,Harcourts,24/06/2017,16.3,3075.0,1.0,4.0,670.0,[[1974.79717292]],Whittlesea,Northern Metropolitan,9880,[[46.20282708]],Contemporary
9942,Lalor,78 French St,2,h,685000.0,S,Love,24/06/2017,16.3,3075.0,1.0,2.0,766.0,[[1974.79717292]],Whittlesea,Northern Metropolitan,9881,[[46.20282708]],Contemporary
9943,Lalor,1 Howell St,3,h,560000.0,S,Harcourts,24/06/2017,16.3,3075.0,1.0,1.0,364.0,1985.0,Whittlesea,Northern Metropolitan,9882,36.0,Contemporary
9944,Lalor,1/11 Maxwell St,2,h,511500.0,SP,Harcourts,24/06/2017,16.3,3075.0,1.0,2.0,416.0,1960.0,Whittlesea,Northern Metropolitan,9883,61.0,Historic
9945,Maidstone,1/30 Burns St,3,t,810000.0,S,Biggin,24/06/2017,6.4,3012.0,2.0,2.0,209.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,9884,[[61.05585724]],Historic
9946,Malvern East,5D Belson St,3,h,1275000.0,S,Tim,24/06/2017,8.4,3145.0,2.0,2.0,161.0,[[1962.94475491]],Stonnington,Southern Metropolitan,9885,[[58.05524509]],Historic
9947,Malvern East,4 Hillard St,3,h,1690000.0,SP,Marshall,24/06/2017,8.4,3145.0,1.0,2.0,706.0,1930.0,Stonnington,Southern Metropolitan,9886,91.0,Historic
9949,Maribyrnong,22 Mephan St,3,t,815000.0,S,Edward,24/06/2017,4.3,3032.0,2.0,2.0,198.0,1990.0,Maribyrnong,Western Metropolitan,9888,31.0,Contemporary
9950,Maribyrnong,29 Monash St,2,h,920000.0,VB,Biggin,24/06/2017,4.3,3032.0,1.0,1.0,575.0,[[1956.7935]],Maribyrnong,Western Metropolitan,9889,[[64.2065]],Historic
9951,Meadow Heights,2 Navarre Ct,3,h,467000.0,S,Raine,24/06/2017,17.4,3048.0,1.0,1.0,565.0,1975.0,Hume,Northern Metropolitan,9890,46.0,Contemporary
9952,Melton,102 Palmerston St,4,h,405000.0,S,hockingstuart,24/06/2017,31.7,3337.0,2.0,2.0,590.0,1970.0,Melton,Western Victoria,9891,51.0,Contemporary
9953,Melton South,51 Andrew St,3,h,420000.0,S,hockingstuart,24/06/2017,29.8,3338.0,2.0,2.0,599.0,[[1995.05130496]],Melton,Western Victoria,9892,[[25.94869504]],Contemporary
9954,Melton South,44 Brooklyn Rd,3,h,465000.0,S,Reliance,24/06/2017,29.8,3338.0,1.0,2.0,615.0,1980.0,Melton,Western Victoria,9893,41.0,Contemporary
9955,Mill Park,10 Apsley Ct,4,h,625000.0,S,Ray,24/06/2017,17.9,3082.0,2.0,2.0,628.0,[[1977.19766264]],Whittlesea,Northern Metropolitan,9894,[[43.80233736]],Contemporary
9956,Mill Park,2/7 Bradley Dr,2,h,428000.0,S,Ray,24/06/2017,17.9,3082.0,1.0,1.0,389.0,2005.0,Whittlesea,Northern Metropolitan,9895,16.0,Contemporary
9957,Mill Park,31 Development Bvd,4,h,722500.0,S,Ray,24/06/2017,17.9,3082.0,2.0,2.0,643.0,2001.0,Whittlesea,Northern Metropolitan,9896,20.0,Contemporary
9958,Mill Park,1/6 Patmore Ct,2,h,421000.0,S,Ray,24/06/2017,17.9,3082.0,1.0,1.0,257.0,1985.0,Whittlesea,Northern Metropolitan,9897,36.0,Contemporary
9959,Mitcham,395 Mitcham Rd,2,h,890000.0,S,Ray,24/06/2017,17.2,3132.0,2.0,1.0,370.0,[[1976.14744839]],Whitehorse,Eastern Metropolitan,9898,[[44.85255161]],Contemporary
9960,Mitcham,8 Tourello St,3,h,960000.0,VB,Noel,24/06/2017,17.2,3132.0,1.0,0.0,781.0,[[1976.14744839]],Whitehorse,Eastern Metropolitan,9899,[[44.85255161]],Contemporary
9961,Montmorency,146 Sherbourne Rd,3,h,755000.0,S,Buckingham,24/06/2017,16.2,3094.0,1.0,2.0,848.0,[[1974.64714231]],Banyule,Eastern Metropolitan,9900,[[46.35285769]],Contemporary
9962,Moonee Ponds,4/342 Ascot Vale Rd,1,u,286000.0,PI,Nelson,24/06/2017,6.2,3039.0,1.0,1.0,114.0,1970.0,Moonee Valley,Western Metropolitan,9901,51.0,Contemporary
9963,Moonee Ponds,184 Maribyrnong Rd,3,h,1375000.0,S,Brad,24/06/2017,6.2,3039.0,1.0,1.0,449.0,[[1959.64408154]],Moonee Valley,Western Metropolitan,9902,[[61.35591846]],Historic
9964,Moorabbin,1A Dactyl Rd,3,h,1401500.0,S,Buxton,24/06/2017,14.3,3189.0,2.0,4.0,867.0,[[1971.79656076]],Kingston,Southern Metropolitan,9903,[[49.20343924]],Contemporary
9965,Mordialloc,1/73 Chute St,4,h,920000.0,S,O'Brien,24/06/2017,21.5,3195.0,2.0,2.0,413.0,1975.0,Kingston,South-Eastern Metropolitan,9904,46.0,Contemporary
9966,Mordialloc,9 David St,2,h,1110000.0,S,Ray,24/06/2017,21.5,3195.0,1.0,1.0,709.0,[[1982.59876452]],Kingston,South-Eastern Metropolitan,9905,[[38.40123548]],Contemporary
9967,Mount Evelyn,17 Inverness Rd,3,h,620000.0,VB,Max,24/06/2017,31.6,3796.0,1.0,4.0,2385.0,1930.0,Yarra Ranges,Eastern Victoria,9906,91.0,Historic
9969,Mount Waverley,13 Baily St,4,h,1387000.0,S,Ray,24/06/2017,14.2,3149.0,2.0,4.0,691.0,[[1971.64653016]],Monash,Eastern Metropolitan,9907,[[49.35346984]],Contemporary
9970,Mount Waverley,3/20 Briggs St,4,t,970000.0,SP,Buxton,24/06/2017,14.2,3149.0,2.0,2.0,196.0,[[1971.64653016]],Monash,Eastern Metropolitan,9908,[[49.35346984]],Contemporary
9971,Mount Waverley,2/40 Carrol Gr,3,u,870000.0,S,Buxton,24/06/2017,14.2,3149.0,2.0,2.0,264.0,[[1971.64653016]],Monash,Eastern Metropolitan,9909,[[49.35346984]],Contemporary
9972,Mount Waverley,30 Howell Dr,3,h,1250000.0,S,Ray,24/06/2017,14.2,3149.0,1.0,1.0,722.0,[[1971.64653016]],Monash,Eastern Metropolitan,9910,[[49.35346984]],Contemporary
9973,Mulgrave,73 Lea Rd,3,h,865000.0,S,Win,24/06/2017,18.8,3170.0,1.0,2.0,739.0,1965.0,Monash,South-Eastern Metropolitan,9911,56.0,Historic
9975,Murrumbeena,2/41 Kangaroo Rd,3,u,1220500.0,S,Ray,24/06/2017,10.1,3163.0,2.0,2.0,462.0,[[1965.49527524]],Glen Eira,Southern Metropolitan,9913,[[55.50472476]],Historic
9976,Murrumbeena,17/190 Murrumbeena Rd,1,u,357000.0,S,Gary,24/06/2017,10.1,3163.0,1.0,1.0,1382.0,[[1965.49527524]],Glen Eira,Southern Metropolitan,9914,[[55.50472476]],Historic
9977,Murrumbeena,22 Wahroongaa Rd,4,h,1920000.0,S,Marshall,24/06/2017,10.1,3163.0,1.0,2.0,718.0,1920.0,Glen Eira,Southern Metropolitan,9915,101.0,Historic
9978,Narre Warren,6 Saxonwood Dr,3,h,597500.0,SP,Ray,24/06/2017,34.1,3805.0,1.0,2.0,810.0,[[2001.50262109]],Casey,South-Eastern Metropolitan,9916,[[19.49737891]],Contemporary
9979,Newport,36 Davies St,3,h,1250000.0,S,Greg,24/06/2017,6.2,3015.0,1.0,1.0,343.0,[[1959.64408154]],Hobsons Bay,Western Metropolitan,9917,[[61.35591846]],Historic
9980,Newport,112 Johnston St,3,h,1230000.0,S,Williams,24/06/2017,6.2,3015.0,1.0,1.0,396.0,1900.0,Hobsons Bay,Western Metropolitan,9918,121.0,Historic
9981,Newport,36 Junction St,3,h,1220000.0,SP,Hunter,24/06/2017,6.2,3015.0,1.0,2.0,492.0,1940.0,Hobsons Bay,Western Metropolitan,9919,81.0,Historic
9982,Niddrie,48 Ida St,4,h,1315000.0,S,Barry,24/06/2017,10.4,3042.0,2.0,2.0,650.0,[[1965.94536706]],Moonee Valley,Western Metropolitan,9920,[[55.05463294]],Historic
9983,Noble Park,21 Conley St,3,h,660000.0,S,Leyton,24/06/2017,22.7,3174.0,1.0,2.0,550.0,1960.0,Greater Dandenong,South-Eastern Metropolitan,9921,61.0,Historic
9984,North Melbourne,106/25 Oxford St,2,u,570000.0,VB,Alexkarbon,24/06/2017,1.8,3051.0,2.0,1.0,1223.0,2011.0,Melbourne,Northern Metropolitan,9922,10.0,Contemporary
9985,North Melbourne,2/7 Oxford St,2,u,850000.0,VB,W.B.,24/06/2017,1.8,3051.0,3.0,1.0,1223.0,[[1953.0427348]],Melbourne,Northern Metropolitan,9923,[[67.9572652]],Historic
9986,North Warrandyte,46 Osborne Rd,5,h,1550000.0,VB,Jellis,24/06/2017,21.1,3113.0,3.0,4.0,4221.0,1980.0,Nillumbik,Eastern Metropolitan,9924,41.0,Contemporary
9987,Northcote,114 Beavers Rd,3,h,1000000.0,VB,Nelson,24/06/2017,5.3,3070.0,1.0,1.0,188.0,[[1958.29380607]],Darebin,Northern Metropolitan,9925,[[62.70619393]],Historic
9988,Northcote,128 Charles St,3,h,1240000.0,S,Nelson,24/06/2017,5.3,3070.0,1.0,1.0,247.0,[[1958.29380607]],Darebin,Northern Metropolitan,9926,[[62.70619393]],Historic
9989,Northcote,78 Jenkins St,3,h,1590000.0,S,Jellis,24/06/2017,5.3,3070.0,1.0,1.0,563.0,[[1958.29380607]],Darebin,Northern Metropolitan,9927,[[62.70619393]],Historic
9990,Northcote,23 Leonard St,3,h,1275000.0,VB,Jellis,24/06/2017,5.3,3070.0,1.0,0.0,245.0,[[1958.29380607]],Darebin,Northern Metropolitan,9928,[[62.70619393]],Historic
9991,Northcote,22 Waterloo Rd,3,h,1350000.0,VB,Nelson,24/06/2017,5.3,3070.0,1.0,0.0,271.0,1910.0,Darebin,Northern Metropolitan,9929,111.0,Historic
9992,Nunawading,5 Lynette St,4,h,1075000.0,PI,Ray,24/06/2017,15.4,3131.0,2.0,2.0,697.0,1970.0,Whitehorse,Eastern Metropolitan,9930,51.0,Contemporary
9993,Oak Park,4 Barina Rd,3,h,821000.0,S,Stockdale,24/06/2017,11.2,3046.0,1.0,1.0,656.0,[[1967.14561193]],Moreland,Northern Metropolitan,9931,[[53.85438807]],Contemporary
9995,Oak Park,3/13 Sylvester St,2,t,560000.0,SP,Eview,24/06/2017,11.2,3046.0,1.0,1.0,132.0,2014.0,Moreland,Northern Metropolitan,9933,7.0,Contemporary
9996,Oakleigh,5 Eastgate St,5,h,1750000.0,S,HAR,24/06/2017,12.3,3166.0,2.0,2.0,546.0,1935.0,Monash,Southern Metropolitan,9934,86.0,Historic
9997,Oakleigh East,33 Greta St,3,h,1210000.0,S,Buxton,24/06/2017,12.3,3166.0,1.0,2.0,700.0,1960.0,Monash,Southern Metropolitan,9935,61.0,Historic
9998,Oakleigh South,10 Devoy St,4,h,1500000.0,S,Buxton,24/06/2017,15.5,3167.0,2.0,2.0,597.0,[[1973.59692806]],Monash,South-Eastern Metropolitan,9936,[[47.40307194]],Contemporary
9999,Oakleigh South,4 Hardy Ct,4,h,1215000.0,S,Buxton,24/06/2017,15.5,3167.0,2.0,4.0,619.0,[[1973.59692806]],Monash,South-Eastern Metropolitan,9937,[[47.40307194]],Contemporary
10000,Oakleigh South,192 Haughton Rd,3,h,1265000.0,S,HAR,24/06/2017,15.5,3167.0,1.0,1.0,743.0,[[1973.59692806]],Monash,South-Eastern Metropolitan,9938,[[47.40307194]],Contemporary
10001,Oakleigh South,266 Warrigal Rd,4,h,1050000.0,S,Buxton,24/06/2017,15.5,3167.0,2.0,2.0,624.0,[[1973.59692806]],Monash,South-Eastern Metropolitan,9939,[[47.40307194]],Contemporary
10002,Ormond,1/276 Grange Rd,2,h,790000.0,S,Gary,24/06/2017,11.4,3204.0,1.0,2.0,253.0,[[1967.44567314]],Glen Eira,Southern Metropolitan,9940,[[53.55432686]],Contemporary
10003,Pakenham,69 Willowtree Dr,4,h,410500.0,S,C21,24/06/2017,47.3,3810.0,2.0,2.0,425.0,[[2021.3066613]],Cardinia,Eastern Victoria,9941,[[-0.3066613]],Contemporary
10005,Parkdale,36A Warrigal Rd,3,h,1400000.0,VB,Buxton,24/06/2017,21.5,3195.0,2.0,2.0,259.0,2007.0,Kingston,South-Eastern Metropolitan,9943,14.0,Contemporary
10006,Pascoe Vale,44 Arndt Rd,3,h,955000.0,S,Raine,24/06/2017,8.5,3044.0,1.0,4.0,645.0,[[1963.09478552]],Moreland,Northern Metropolitan,9944,[[57.90521448]],Historic
10007,Pascoe Vale,49 Kent Rd,2,h,860000.0,SP,Nelson,24/06/2017,8.5,3044.0,1.0,4.0,609.0,[[1963.09478552]],Moreland,Northern Metropolitan,9945,[[57.90521448]],Historic
10008,Pascoe Vale,12 Shanley St,2,h,740000.0,S,Brad,24/06/2017,8.5,3044.0,1.0,1.0,487.0,1940.0,Moreland,Northern Metropolitan,9946,81.0,Historic
10009,Port Melbourne,6/5 Liardet St,2,u,816000.0,S,hockingstuart,24/06/2017,3.5,3207.0,1.0,1.0,0.0,2000.0,Port Phillip,Southern Metropolitan,9947,21.0,Contemporary
10010,Port Melbourne,308/15 Pickles St,3,u,800000.0,S,Greg,24/06/2017,3.5,3207.0,1.0,2.0,0.0,2008.0,Port Phillip,Southern Metropolitan,9948,13.0,Contemporary
10011,Prahran,9/305 Dandenong Rd,2,u,1020000.0,S,hockingstuart,24/06/2017,4.6,3181.0,1.0,1.0,0.0,1920.0,Stonnington,Southern Metropolitan,9949,101.0,Historic
10012,Prahran,24/8 Sydney St,2,u,660000.0,S,Jellis,24/06/2017,4.6,3181.0,2.0,1.0,0.0,1970.0,Stonnington,Southern Metropolitan,9950,51.0,Contemporary
10013,Preston,21 Edwin St,3,h,1242000.0,S,McGrath,24/06/2017,8.4,3072.0,2.0,3.0,468.0,1940.0,Darebin,Northern Metropolitan,9951,81.0,Historic
10014,Preston,186 Gilbert Rd,2,h,1365000.0,S,RW,24/06/2017,8.4,3072.0,1.0,2.0,525.0,[[1962.94475491]],Darebin,Northern Metropolitan,9952,[[58.05524509]],Historic
10015,Preston,1/40 Grandview Rd,3,u,691000.0,S,Miles,24/06/2017,8.4,3072.0,1.0,1.0,170.0,[[1962.94475491]],Darebin,Northern Metropolitan,9953,[[58.05524509]],Historic
10016,Preston,10 Ivy St,2,t,660000.0,PI,Jellis,24/06/2017,8.4,3072.0,2.0,1.0,70.0,1940.0,Darebin,Northern Metropolitan,9954,81.0,Historic
10017,Preston,72d Oakover Rd,3,t,875000.0,S,Harcourts,24/06/2017,8.4,3072.0,2.0,2.0,214.0,[[1962.94475491]],Darebin,Northern Metropolitan,9955,[[58.05524509]],Historic
10018,Preston,173 Raglan St,5,h,1350000.0,S,RW,24/06/2017,8.4,3072.0,3.0,4.0,525.0,2014.0,Darebin,Northern Metropolitan,9956,7.0,Contemporary
10019,Preston,6 The Mews,3,h,1020000.0,VB,Nelson,24/06/2017,8.4,3072.0,3.0,2.0,158.0,2008.0,Darebin,Northern Metropolitan,9957,13.0,Contemporary
10020,Reservoir,1 Balfour St,3,h,630000.0,S,Woodards,24/06/2017,12.0,3073.0,1.0,2.0,0.0,[[1968.34585679]],Darebin,Northern Metropolitan,9958,[[52.65414321]],Contemporary
10021,Reservoir,29 Byfield St,3,h,877500.0,S,Nelson,24/06/2017,12.0,3073.0,1.0,1.0,598.0,[[1968.34585679]],Darebin,Northern Metropolitan,9959,[[52.65414321]],Contemporary
10022,Reservoir,69 Chauvel St,5,h,912000.0,S,Ray,24/06/2017,12.0,3073.0,3.0,4.0,890.0,1960.0,Darebin,Northern Metropolitan,9960,61.0,Historic
10023,Reservoir,9 Kelverne St,3,h,685000.0,S,Nelson,24/06/2017,12.0,3073.0,1.0,3.0,494.0,1960.0,Darebin,Northern Metropolitan,9961,61.0,Historic
10024,Reservoir,1/31 Kenilworth St,1,u,270000.0,PI,Stockdale,24/06/2017,12.0,3073.0,1.0,1.0,0.0,1980.0,Darebin,Northern Metropolitan,9962,41.0,Contemporary
10025,Reservoir,13 McColl St,3,h,911000.0,S,Harcourts,24/06/2017,12.0,3073.0,1.0,4.0,601.0,1950.0,Darebin,Northern Metropolitan,9963,71.0,Historic
10026,Reservoir,4/43 St Vigeons Rd,1,u,365000.0,SP,Ray,24/06/2017,12.0,3073.0,1.0,1.0,113.0,[[1968.34585679]],Darebin,Northern Metropolitan,9964,[[52.65414321]],Contemporary
10027,Reservoir,1/65 Thackeray Rd,2,u,470000.0,VB,RW,24/06/2017,12.0,3073.0,1.0,1.0,73.0,[[1968.34585679]],Darebin,Northern Metropolitan,9965,[[52.65414321]],Contemporary
10029,Richmond,15/104 Rowena Pde,1,u,355000.0,SP,Biggin,24/06/2017,2.4,3121.0,1.0,0.0,1082.0,1970.0,Yarra,Northern Metropolitan,9967,51.0,Contemporary
10030,Richmond,15 The Crofts,3,h,1300000.0,VB,Jellis,24/06/2017,2.4,3121.0,1.0,0.0,200.0,[[1953.94291845]],Yarra,Northern Metropolitan,9968,[[67.05708155]],Historic
10031,Richmond,4/12 Woodlawn St,2,u,717000.0,S,Nelson,24/06/2017,2.4,3121.0,1.0,0.0,316.0,[[1953.94291845]],Yarra,Northern Metropolitan,9969,[[67.05708155]],Historic
10032,Richmond,18 Yorkshire St,3,h,1530000.0,S,Marshall,24/06/2017,2.4,3121.0,1.0,2.0,187.0,1900.0,Yarra,Northern Metropolitan,9970,121.0,Historic
10033,Riddells Creek,53 Bluegum Cct,4,h,817000.0,S,Raine,24/06/2017,47.4,3431.0,2.0,4.0,1459.0,2011.0,Macedon Ranges,Northern Victoria,9971,10.0,Contemporary
10034,Ringwood,6 Ford St,3,h,1291000.0,S,Ray,24/06/2017,19.9,3134.0,2.0,2.0,776.0,[[1980.19827479]],Maroondah,Eastern Metropolitan,9972,[[40.80172521]],Contemporary
10035,Ringwood,132 Wonga Rd,3,h,1085000.0,S,Fletchers,24/06/2017,19.9,3134.0,2.0,2.0,921.0,1980.0,Maroondah,Eastern Metropolitan,9973,41.0,Contemporary
10036,Ringwood North,28 Through Rd,3,h,750000.0,S,Fletchers,24/06/2017,19.9,3134.0,1.0,1.0,446.0,1955.0,Maroondah,Eastern Metropolitan,9974,66.0,Historic
10037,Ripponlea,84 Brighton Rd,2,h,1005000.0,PI,McGrath,24/06/2017,7.2,3185.0,2.0,2.0,290.0,[[1961.14438762]],Port Phillip,Southern Metropolitan,9975,[[59.85561238]],Historic
10038,Rowville,71 Kellbourne Dr,4,h,860000.0,S,Fletchers,24/06/2017,23.5,3178.0,2.0,0.0,725.0,1985.0,Knox,South-Eastern Metropolitan,9976,36.0,Contemporary
10039,Sandhurst,4 Galilee Dr,4,h,645000.0,SP,Harcourts,24/06/2017,34.7,3977.0,2.0,2.0,448.0,2010.0,Frankston,South-Eastern Metropolitan,9977,11.0,Contemporary
10040,Sandringham,26 Regent Ct,4,h,1770000.0,S,Charlton,24/06/2017,15.2,3191.0,2.0,2.0,463.0,1998.0,Bayside,Southern Metropolitan,9978,23.0,Contemporary
10041,Sandringham,56 Victoria St,5,h,2250000.0,VB,hockingstuart,24/06/2017,15.2,3191.0,3.0,2.0,640.0,1980.0,Bayside,Southern Metropolitan,9979,41.0,Contemporary
10042,Scoresby,147 George St,3,h,833800.0,SP,Barry,24/06/2017,22.2,3179.0,1.0,0.0,730.0,[[1983.64897877]],Knox,Eastern Metropolitan,9980,[[37.35102123]],Contemporary
10044,Seddon,36 Bayview Rd,3,h,1085000.0,S,Village,24/06/2017,5.1,3011.0,1.0,1.0,297.0,1920.0,Maribyrnong,Western Metropolitan,9981,101.0,Historic
10046,South Melbourne,14 Ward St,3,h,1700000.0,S,Conquest,24/06/2017,1.9,3205.0,1.0,1.0,118.0,[[1953.19276541]],Port Phillip,Southern Metropolitan,9983,[[67.80723459]],Historic
10047,South Yarra,108/32 Bray St,2,u,470000.0,PI,Dingle,24/06/2017,2.7,3141.0,1.0,1.0,1890.0,[[1954.39301027]],Stonnington,Southern Metropolitan,9984,[[66.60698973]],Historic
10048,South Yarra,6/90 Clowes St,2,u,945000.0,PI,Castran,24/06/2017,2.7,3141.0,1.0,1.0,708.0,1970.0,Melbourne,Southern Metropolitan,9985,51.0,Contemporary
10049,South Yarra,348 Punt Rd,3,h,900000.0,VB,Castran,24/06/2017,2.7,3141.0,1.0,1.0,119.0,[[1954.39301027]],Stonnington,Southern Metropolitan,9986,[[66.60698973]],Historic
10050,South Yarra,24 Tivoli Rd,3,h,1810000.0,S,Jellis,24/06/2017,2.7,3141.0,2.0,2.0,273.0,[[1954.39301027]],Stonnington,Southern Metropolitan,9987,[[66.60698973]],Historic
10051,Spotswood,1 Bernard St,3,h,785000.0,S,Williams,24/06/2017,6.2,3015.0,1.0,2.0,343.0,[[1959.64408154]],Hobsons Bay,Western Metropolitan,9988,[[61.35591846]],Historic
10052,Springvale,5 Sullivan St,3,h,770000.0,S,Stockdale,24/06/2017,20.8,3171.0,1.0,1.0,606.0,[[1981.54855026]],Greater Dandenong,South-Eastern Metropolitan,9989,[[39.45144974]],Contemporary
10053,St Albans,63 Lovell Dr,3,h,600000.0,PI,FN,24/06/2017,14.0,3021.0,1.0,3.0,565.0,[[1971.34646894]],Brimbank,Western Metropolitan,9990,[[49.65353106]],Contemporary
10054,St Kilda,3 Mitford Pl,4,h,1650000.0,PI,Wilson,24/06/2017,5.0,3182.0,2.0,2.0,268.0,[[1957.84371425]],Port Phillip,Southern Metropolitan,9991,[[63.15628575]],Historic
10055,Strathmore,164 Mascoma St,3,h,883000.0,S,Considine,24/06/2017,8.2,3041.0,1.0,1.0,534.0,[[1962.6446937]],Moonee Valley,Western Metropolitan,9992,[[58.3553063]],Historic
10056,Strathmore,140 Woodland St,3,h,1650000.0,S,Trimson,24/06/2017,8.2,3041.0,3.0,2.0,698.0,[[1962.6446937]],Moonee Valley,Western Metropolitan,9993,[[58.3553063]],Historic
10057,Sunbury,64 Station St,3,h,755000.0,S,Brad,24/06/2017,31.7,3429.0,1.0,2.0,1011.0,[[1997.9018865]],Hume,Western Metropolitan,9994,[[23.0981135]],Contemporary
10058,Sunshine West,7 Arnold St,4,h,780000.0,S,Sweeney,24/06/2017,10.5,3020.0,2.0,2.0,696.0,1999.0,Brimbank,Western Metropolitan,9995,22.0,Contemporary
10059,Sunshine West,1/41 Bardsley St,3,u,518000.0,S,HAR,24/06/2017,10.5,3020.0,1.0,1.0,322.0,[[1966.09539767]],Brimbank,Western Metropolitan,9996,[[54.90460233]],Contemporary
10060,Surrey Hills,52 Park Rd,5,h,2000000.0,VB,Noel,24/06/2017,10.2,3127.0,3.0,2.0,735.0,1945.0,Whitehorse,Southern Metropolitan,9997,76.0,Historic
10061,Surrey Hills,430 Whitehorse Rd,3,h,1050000.0,S,Marshall,24/06/2017,10.2,3127.0,2.0,2.0,444.0,[[1965.64530585]],Boroondara,Southern Metropolitan,9998,[[55.35469415]],Historic
10062,Taylors Lakes,2 Glover Ct,4,h,716000.0,S,Barry,24/06/2017,15.5,3038.0,2.0,2.0,684.0,[[1973.59692806]],Brimbank,Western Metropolitan,9999,[[47.40307194]],Contemporary
10063,Templestowe,6 Annan Pl,4,h,1450000.0,PI,Jellis,24/06/2017,15.5,3106.0,2.0,2.0,883.0,2005.0,Manningham,Eastern Metropolitan,10000,16.0,Contemporary
10064,Templestowe,19 Dena Ct,4,h,1860000.0,PI,Jellis,24/06/2017,15.5,3106.0,3.0,3.0,682.0,1995.0,Manningham,Eastern Metropolitan,10001,26.0,Contemporary
10065,Templestowe Lower,20 Fyfe Dr,3,h,1181000.0,S,Jellis,24/06/2017,12.4,3107.0,1.0,2.0,656.0,[[1968.94597922]],Manningham,Eastern Metropolitan,10002,[[52.05402078]],Contemporary
10066,Templestowe Lower,23 Gertrude St,4,h,1352000.0,S,Ray,24/06/2017,12.4,3107.0,2.0,3.0,725.0,[[1968.94597922]],Manningham,Eastern Metropolitan,10003,[[52.05402078]],Contemporary
10067,Thomastown,15 Charlton Pl,3,h,632500.0,S,Harcourts,24/06/2017,15.3,3074.0,1.0,2.0,536.0,[[1973.29686684]],Whittlesea,Northern Metropolitan,10004,[[47.70313316]],Contemporary
10068,Thomastown,2/4 Currajong St,3,u,460000.0,S,Love,24/06/2017,15.3,3074.0,1.0,1.0,340.0,1980.0,Whittlesea,Northern Metropolitan,10005,41.0,Contemporary
10069,Thomastown,18 Darebin Dr,3,h,651000.0,S,Harcourts,24/06/2017,15.3,3074.0,1.0,2.0,555.0,1970.0,Whittlesea,Northern Metropolitan,10006,51.0,Contemporary
10070,Thomastown,52 The Boulevard,3,h,831000.0,S,Barry,24/06/2017,15.3,3074.0,1.0,2.0,651.0,1950.0,Whittlesea,Northern Metropolitan,10007,71.0,Historic
10071,Thornbury,19 Alston St,3,h,1250000.0,PI,Jellis,24/06/2017,7.0,3071.0,1.0,2.0,695.0,1960.0,Darebin,Northern Metropolitan,10008,61.0,Historic
10072,Thornbury,243 Darebin Rd,2,h,1460000.0,S,Nelson,24/06/2017,7.0,3071.0,1.0,2.0,508.0,[[1960.8443264]],Darebin,Northern Metropolitan,10009,[[60.1556736]],Historic
10073,Thornbury,29 Speight St,2,h,1000000.0,PI,Nelson,24/06/2017,7.0,3071.0,1.0,2.0,443.0,[[1960.8443264]],Darebin,Northern Metropolitan,10010,[[60.1556736]],Historic
10074,Thornbury,3 Tharratt St,3,h,1420000.0,S,Ray,24/06/2017,7.0,3071.0,1.0,2.0,438.0,[[1960.8443264]],Darebin,Northern Metropolitan,10011,[[60.1556736]],Historic
10075,Toorak,6/1 Ruabon Rd,3,u,640000.0,PI,hockingstuart,24/06/2017,4.1,3142.0,1.0,1.0,0.0,1970.0,Stonnington,Southern Metropolitan,10012,51.0,Contemporary
